cnpj,input_company,setor,subsetor,segmento,cnae_primario,cnae_descricao,cnae_secundarios,source,confidence,cnae_secundarios_norm,cnae_secundarios_descricao,cnae_secundarios_pairs,cnae7,setor_progest,subsetor_progest,segmento_progest
61024352000171,BCO INDUSVAL S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6421,6421200,Bancos comerciais,6422100,RFB_estab,0.9,6422100,"Bancos múltiplos, com carteira comercial","6422100 — Bancos múltiplos, com carteira comercial",6421200,Serviços Financeiros,Serviços Financeiros Diversos,Outros Serviços Financeiros
61065298000102,MANGELS INDUSTRIAL S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 29,Classe 2949,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,"2424502,2521700,2532201,2599399,3311200,3319800,4530703,4663000,4693100,4789099,7120100,8211300,8299799",RFB_estab,0.9,2424502 | 2521700 | 2532201 | 2599399 | 3311200 | 3319800 | 4530703 | 4663000 | 4693100 | 4789099 | 7120100 | 8211300 | 8299799,"Produção de relaminados, trefilados e perfilados de aço, exceto arames | Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central | Produção de artefatos estampados de metal | Fabricação de outros produtos de metal não especificados anteriormente | Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos | Manutenção e reparação de equipamentos e produtos não especificados anteriormente | Comércio a varejo de peças e acessórios novos para veículos automotores | Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças | Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários | Comércio varejista de outros produtos não especificados anteriormente | Testes e análises técnicas | Serviços combinados de escritório e apoio administrativo | Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente","2424502 — Produção de relaminados, trefilados e perfilados de aço, exceto arames | 2521700 — Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central | 2532201 — Produção de artefatos estampados de metal | 2599399 — Fabricação de outros produtos de metal não especificados anteriormente | 3311200 — Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos | 3319800 — Manutenção e reparação de equipamentos e produtos não especificados anteriormente | 4530703 — Comércio a varejo de peças e acessórios novos para veículos automotores | 4663000 — Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças | 4693100 — Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários | 4789099 — Comércio varejista de outros produtos não especificados anteriormente | 7120100 — Testes e análises técnicas | 8211300 — Serviços combinados de escritório e apoio administrativo | 8299799 — Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente",2949299,Manufatura,Bens Industriais,Atividade Principal
61065751000180,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,F — CONSTRUÇÃO,Divisão 41,Classe 4120,4120400,Construção de edifícios,4110700,RFB_estab,0.9,4110700,Incorporação de empreendimentos imobiliários,4110700 — Incorporação de empreendimentos imobiliários,4120400,Construção & Engenharia,Construção & Engenharia,Atividade Principal
61067161000197,NADIR FIGUEIREDO IND E COM S.A.,N — ADM. E SERVIÇOS COMPLEMENTARES,Divisão 82,Classe 8211,8211300,Serviços combinados de escritório e apoio administrativo,,RFB_estab,0.9,,,,8211300,Serviços Administrativos,Serviços Administrativos,Atividade Principal
61079117000105,ALPARGATAS S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 13,Classe 1311,1311100,Preparação e fiação de fibras de algodão,"1532700,1539400,1540800,4642701,4643501,4781400,4782201,7490104,7740300,8211300,8219999",RFB_estab,0.9,1532700 | 1539400 | 1540800 | 4642701 | 4643501 | 4781400 | 4782201 | 7490104 | 7740300 | 8211300 | 8219999,"Fabricação de tênis de qualquer material | Fabricação de calçados de materiais não especificados
anteriormente | Fabricação de partes para calçados, de qualquer material | Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança | Comércio atacadista de calçados | Comércio varejista de artigos do vestuário e acessórios | Comércio varejista de calçados | Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários | Gestão de ativos intangíveis não financeiros | Serviços combinados de escritório e apoio administrativo | Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente","1532700 — Fabricação de tênis de qualquer material | 1539400 — Fabricação de calçados de materiais não especificados
anteriormente | 1540800 — Fabricação de partes para calçados, de qualquer material | 4642701 — Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança | 4643501 — Comércio atacadista de calçados | 4781400 — Comércio varejista de artigos do vestuário e acessórios | 4782201 — Comércio varejista de calçados | 7490104 — Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários | 7740300 — Gestão de ativos intangíveis não financeiros | 8211300 — Serviços combinados de escritório e apoio administrativo | 8219999 — Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente",1311100,Manufatura,Bens Industriais,Atividade Principal
61080313000191,COBRASMA S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 30,Classe 3031,3031800,"Fabricação de locomotivas, vagões e outros materiais rodantes",,RFB_estab,0.9,,,,3031800,Manufatura,Bens Industriais,Atividade Principal
61082004000150,MANUFATURA DE BRINQUEDOS ESTRELA S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 32,Classe 3240,3240099,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,"3240001,3319800",RFB_estab,0.9,3240001 | 3319800,Fabricação de jogos eletrônicos | Manutenção e reparação de equipamentos e produtos não especificados anteriormente,3240001 — Fabricação de jogos eletrônicos | 3319800 — Manutenção e reparação de equipamentos e produtos não especificados anteriormente,3240099,Manufatura,Bens Industriais,Atividade Principal
61088894000108,CAMBUCI S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 15,Classe 1529,1529700,Fabricação de artefatos de couro não especificados anteriormente,,RFB_estab,0.9,,,,1529700,Manufatura,Bens Industriais,Atividade Principal
61092037000181,ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 23,Classe 2330,2330303,Fabricação de artefatos de fibrocimento para uso na construção,"8211300,4613300,4679699,5250804,2229303,2330399,4679604,2593400",RFB_estab,0.9,8211300 | 4613300 | 4679699 | 5250804 | 2229303 | 2330399 | 4679604 | 2593400,"Serviços combinados de escritório e apoio administrativo | Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens | Comércio atacadista de materiais de construção em geral | Organização logística do transporte de carga | Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios | Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes | Comércio atacadista especializado de materiais de construção não especificados anteriormente | Fabricação de artigos de metal para uso doméstico e pessoal","8211300 — Serviços combinados de escritório e apoio administrativo | 4613300 — Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens | 4679699 — Comércio atacadista de materiais de construção em geral | 5250804 — Organização logística do transporte de carga | 2229303 — Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios | 2330399 — Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes | 4679604 — Comércio atacadista especializado de materiais de construção não especificados anteriormente | 2593400 — Fabricação de artigos de metal para uso doméstico e pessoal",2330303,Manufatura,Bens Industriais,Atividade Principal
61156113000175,IOCHPE MAXION S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 29,Classe 2949,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,"2539001,7490199,7112000",RFB_estab,0.9,2539001 | 7490199 | 7112000,"Serviços de usinagem, torneiria e solda | Outras atividades profissionais, científicas e técnicas não especificadas anteriormente | Serviços de engenharia","2539001 — Serviços de usinagem, torneiria e solda | 7490199 — Outras atividades profissionais, científicas e técnicas não especificadas anteriormente | 7112000 — Serviços de engenharia",2949299,Manufatura,Bens Industriais,Atividade Principal
61156931000178,SIDERURGICA J. L. ALIPERTI S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,"0111302,0113000,0116499,0210101,0210107,6810202",RFB_estab,0.9,0111302 | 0113000 | 0116499 | 0210101 | 0210107 | 6810202,Cultivo de milho | Cultivo de cana-de-açúcar | Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente | Cultivo de eucalipto | Extração de madeira em florestas plantadas | Aluguel de imóveis próprios,0111302 — Cultivo de milho | 0113000 — Cultivo de cana-de-açúcar | 0116499 — Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente | 0210101 — Cultivo de eucalipto | 0210107 — Extração de madeira em florestas plantadas | 6810202 — Aluguel de imóveis próprios,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
61186680000174,BANCO BMG S/A,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6422,6422100,"Bancos múltiplos, com carteira comercial",,RFB_estab,0.6,,,,6422100,Serviços Financeiros,Bancos,Bancos Comerciais
61189288000189,MARISA LOJAS S.A.,G — COMÉRCIO; REPARAÇÃO DE VEÍCULOS,Divisão 47,Classe 4781,4781400,Comércio varejista de artigos do vestuário e acessórios,"4642701,4755501,4755502,4755503,4761001,4761002,4761003,4762800,4763601,4772500,4782201,4782202,4789001,4789008,4789099,5212500,6319400,6619302,6619399,6629100,7490104",RFB_estab,0.9,4642701 | 4755501 | 4755502 | 4755503 | 4761001 | 4761002 | 4761003 | 4762800 | 4763601 | 4772500 | 4782201 | 4782202 | 4789001 | 4789008 | 4789099 | 5212500 | 6319400 | 6619302 | 6619399 | 6629100 | 7490104,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança | Comércio varejista de tecidos | Comercio varejista de artigos de armarinho | Comercio varejista de artigos de cama, mesa e banho | Comércio varejista de livros | Comércio varejista de jornais e revistas | Comércio varejista de artigos de papelaria | Comércio varejista de discos, CDs, DVDs e fitas | Comércio varejista de brinquedos e artigos recreativos | Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal | Comércio varejista de calçados | Comércio varejista de artigos de viagem | Comércio varejista de suvenires, bijuterias e artesanatos | Comércio varejista de artigos fotográficos e para filmagem | Comércio varejista de outros produtos não especificados anteriormente | Carga e descarga | Portais, provedores de conteúdo e outros serviços de informação na Internet | Correspondentes de instituições financeiras | Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente | Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente | Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários","4642701 — Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança | 4755501 — Comércio varejista de tecidos | 4755502 — Comercio varejista de artigos de armarinho | 4755503 — Comercio varejista de artigos de cama, mesa e banho | 4761001 — Comércio varejista de livros | 4761002 — Comércio varejista de jornais e revistas | 4761003 — Comércio varejista de artigos de papelaria | 4762800 — Comércio varejista de discos, CDs, DVDs e fitas | 4763601 — Comércio varejista de brinquedos e artigos recreativos | 4772500 — Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal | 4782201 — Comércio varejista de calçados | 4782202 — Comércio varejista de artigos de viagem | 4789001 — Comércio varejista de suvenires, bijuterias e artesanatos | 4789008 — Comércio varejista de artigos fotográficos e para filmagem | 4789099 — Comércio varejista de outros produtos não especificados anteriormente | 5212500 — Carga e descarga | 6319400 — Portais, provedores de conteúdo e outros serviços de informação na Internet | 6619302 — Correspondentes de instituições financeiras | 6619399 — Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente | 6629100 — Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente | 7490104 — Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",4781400,Comércio,Comércio,Atividade Principal
